"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.763614600081563,0.831060196822526,0.91884390926333,0.3581772218364
"age",-0.0321258368246346,0.0144911713478584,-2.21692477809135,0.0266282322351503
