"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.148659335571391,0.519613755099211,0.286095843523247,0.774804714955283
"age",-0.0434463884121829,0.00837671475913985,-5.18656653132166,2.14206521077566e-07
