"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.92957112424261,0.112396142629735,-17.1675920462784,4.64284980114149e-66
"wealth",-9.60837415835178e-07,2.85863956163349e-07,-3.36117021792749,0.000776129783805634
