"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-6.81417239554243,2.89202343916492,-2.35619542471967,0.0184632015833195
"age",0.0485180720343222,0.038984496456362,1.24454787016761,0.213297992633809
