"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.97057460749305,0.0861621347224969,-22.8705406828614,9.12950479803261e-116
"wealth",-1.15118362000997e-06,2.5248766764127e-07,-4.55936573363874,5.13083481215025e-06
