"","mean_ELSA_age","mean_HRS_age","sd_ELSA_age","sd_HRS_age","mean_ELSA_BMI","mean_HRS_BMI","sd_ELSA_BMI","sd_HRS_BMI","mean_ELSA_wealth","mean_HRS_wealth","sd_ELSA_wealth","sd_HRS_wealth","low_SES_ELSA_n","low_SES_HRS_n","female_ELSA_n","female_HRS_n"
"1",66.7164669955368,66.9389978213508,9.47199542279148,11.0354329985338,28.5073769097364,35.4895533153117,5.61060365772635,21.3199500793194,302168.574160597,164134.353556456,221463.96288683,188704.418506323,4257,4131,0,0
