"","mean_ELSA_age","mean_HRS_age","sd_ELSA_age","sd_HRS_age","mean_ELSA_BMI","mean_HRS_BMI","sd_ELSA_BMI","sd_HRS_BMI","mean_ELSA_wealth","mean_HRS_wealth","sd_ELSA_wealth","sd_HRS_wealth","low_SES_ELSA_n","low_SES_HRS_n","female_ELSA_n","female_HRS_n"
"1",66.809597924773,67.4739832535885,8.67809613847892,10.5706989316128,28.0699142496942,35.5187182816717,4.2042886700511,11.5950469462746,499911.292989828,388090.681945222,710922.745446903,864399.734861695,3324,2937,3855,3344
