"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.995253404164437,0.473629031126109,-2.10133530412632,0.0356115427434354
"wealth",-1.12987065670816e-06,2.50042794867975e-07,-4.51870911659241,6.22178035730175e-06
"data_both_countries[, wealth_gradient_cov1]",-0.0143853835515076,0.00692011503089324,-2.0787780965038,0.0376377510049538
