"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.08431716153172,0.481432104022454,-2.25227431339135,0.0243049423645193
"age",-0.0168799440524801,0.00707051884583664,-2.38736992581804,0.0169694065458071
