"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.21016172417584,0.73036575425889,-3.02610262226562,0.00247728208382033
"wealth",-6.85532031388044e-07,2.67464324445715e-07,-2.56307839488022,0.010374861967718
"ELSA_subset_wealth_gradient[, wealth_gradient_cov1]",-0.0127007012173003,0.010834161734007,-1.17228277822681,0.241083543549052
