"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.0367774986051,0.298208925851835,0.123327960422529,0.901847400621417
"age",-0.0189101918811474,0.00456790436481811,-4.13979592628804,3.47614917728058e-05
